	category	 package 	 min_sdk 	 targ_sdk 	 #Services 
588	EDUCATION	ca.ab.ama.driverchallenge	26	16	0
589	EDUCATION	ca.ontario.ontariodrive	23	19	0
590	EDUCATION	com.abaenglish.videoclass	27	15	13
591	EDUCATION	com.amazingapps.billionairemindsetcourse	23	15	7
592	EDUCATION	com.area120.grasshopper	27	21	17
593	EDUCATION	com.atistudios.mondly.languages	23	16	5
594	EDUCATION	com.babbel.mobile.android.en	27	19	17
595	EDUCATION	com.babbel.mobile.android.es	27	19	17
596	EDUCATION	com.babysparks.babysparks	26	18	0
597	DATING	de.appfiction.yocutiegoogle	26	15	12
598	EDUCATION	com.blackboard.android.bbstudent	27	17	5
599	EDUCATION	com.blinkslabs.blinkist.android	27	16	20
600	EDUCATION	com.bubblingiso.cacitizenshiptest	27	15	0
601	EDUCATION	com.quizlet.quizletandroid	27	19	15
602	EDUCATION	com.remind101	26	19	10
603	EDUCATION	com.rishabhk.vocabbuilder	25	15	11
604	EDUCATION	com.sagosago.BabiesDressUp.googleplay.free	25	15	1
605	EDUCATION	com.sagosago.ConstructionWinter.googleplay.free	25	15	1
606	EDUCATION	com.sagosago.ForestFlyer.googleplay	22	15	1
607	EDUCATION	com.sagosago.Friends.googleplay	22	15	1
608	EDUCATION	com.simulationcurriculum.skysafari5	21	14	5
609	EDUCATION	com.skymap.startracker.solarsystem	27	16	7
610	EDUCATION	com.skytech.omnivoxmobile	24	19	7
611	EDUCATION	com.sololearn	27	15	7
612	EDUCATION	com.storytoys.myveryhungrycaterpillar.free.android.googleplay	25	16	0
613	EDUCATION	com.ststudio.smart.calculator	22	14	6
614	EDUCATION	com.t11.skyviewfree	26	21	12
615	EDUCATION	com.ted.android	27	16	17
616	EDUCATION	com.three.canadiancitizen	27	16	18
617	EDUCATION	com.tocaboca.tocakitchen	25	16	0
618	EDUCATION	com.getepic.Epic	27	17	4
619	EDUCATION	com.google.android.apps.classroom	26	16	12
620	EDUCATION	com.heavens_above.viewer	27	15	0
621	EDUCATION	com.hellotalk	26	16	29
622	EDUCATION	com.himama.educator	25	16	6
623	EDUCATION	com.kimco.english.grammar.in.use.test.ultimate.englishgrammar	25	15	3
624	EDUCATION	com.vertaler.fren	26	14	0
625	EDUCATION	air.com.starfall.more	24	14	0
626	EDUCATION	cn.danatech.xingseus	26	17	15
627	EDUCATION	com.google.android.apps.cultural	26	21	5
628	EDUCATION	com.hellochinese	27	16	3
629	EDUCATION	com.ichi2.anki	25	10	2
630	EDUCATION	com.imayi.traindriverfree	25	9	0
631	EDUCATION	com.instructure.candroid	26	21	15
632	EDUCATION	com.ionicframework.cacitfree172199	22	16	0
633	EDUCATION	com.kinedu.appkinedu	27	19	10
634	EDUCATION	com.languagedrops.drops.international	27	19	13
635	EDUCATION	com.languagedrops.drops.learn.learning.speak.language.korean.hangul.words	27	19	13
636	EDUCATION	com.vialsoft.ontariog1freemium	26	16	3
637	EDUCATION	com.vitotechnology.StarWalk2Free	27	16	14
638	EDUCATION	com.wlingua.spanishcourse	19	14	0
639	EDUCATION	com.wonder	27	19	12
640	EDUCATION	com.yousician.yousician	26	19	5
641	EDUCATION	es.monkimun.lingokids	27	16	7
642	EDUCATION	example.matharithmetics	22	14	0
643	EVENTS	air.seating.arrangement	27	14	0
644	EDUCATION	kr.co.smartstudy.babyshark_android_googlemarket	25	16	2
645	EVENTS	ca.tickit.tickitcheckin	27	16	4
646	EVENTS	ca.york.mobileapp	27	19	9
647	EDUCATION	net.wordbit.entw	25	15	4
648	EVENTS	com.amitech.allevents	25	15	17
649	EVENTS	com.approidzone.goevents	25	15	4
650	EVENTS	com.bizzabo.client	27	21	7
651	EVENTS	com.bose.gd.events	25	19	10
652	EDUCATION	org.inaturalist.android	23	15	10
653	EVENTS	com.chic.colorfuldiscolights2	23	9	6
654	EVENTS	com.chic.colorstrobeflashlight	23	9	6
655	EVENTS	com.chic.ledstrobo	24	9	2
656	EVENTS	com.chic.policelights	24	9	9
657	EVENTS	com.conflr.incoseevents	26	23	1
658	EVENTS	com.cootek.smartinputv5.skin.keyboard_theme_3d_blue_neon_future	23	15	8
659	EVENTS	com.craft.hotskins	25	15	0
660	EVENTS	com.crowdcompass.app5ccwg0S7O4	25	21	20
661	EVENTS	com.crowdcompass.app7kUtsqly9h	25	21	20
662	EVENTS	com.culturecard	25	19	4
663	EVENTS	com.jasoneastburn.guardiancon	26	16	4
664	EDUCATION	com.curiosity.dailycuriosity	25	21	19
665	EVENTS	com.laneone.consumer	27	20	10
666	EVENTS	com.mapbox.locate	27	23	13
667	EVENTS	com.mashaapps.Happy.Birthday.songs.NamePhotooncake	26	15	1
668	EVENTS	com.masti.Birthdayphotoframes	21	9	7
669	EVENTS	com.melosh.exploreto	26	19	14
670	EVENTS	com.microsoft.bing.whosin	22	18	4
671	EVENTS	com.mmobile.app.event	27	19	3
672	EVENTS	com.nearify.android	23	9	6
673	EVENTS	com.nra.announcementmaker	27	16	12
674	EVENTS	com.oscarito.FunnyBirthdayCards	24	14	2
675	EVENTS	com.oscarito.SavetheDate	24	14	2
676	EVENTS	com.pluginbim.plugin	26	19	7
677	EVENTS	com.procialize.apec	23	15	8
678	EVENTS	com.timeanddate.countdown	27	21	11
679	EVENTS	com.toekni.mats18	24	16	0
680	EVENTS	com.tokeneventapp.gate	26	19	0
681	EDUCATION	com.microblink.photomath	27	16	7
682	EVENTS	com.umggaming.stationvault	27	22	13
683	EVENTS	com.venktesh.apple.smsreminder	25	16	0
684	EVENTS	com.vividseats.android	27	21	20
685	EVENTS	com.zetappstudio.UNICORNSkinForMCPE	25	14	0
686	EVENTS	com.zonefestival.nuit	22	16	0
687	EVENTS	com.ithubtechsolution.ashadhiwari	27	16	8
688	EVENTS	com.todaytix.TodayTix	25	16	8
689	EVENTS	com.vegascongress	26	19	7
690	EVENTS	cz.juicymo.contracts.android.harleybiker	27	16	8
691	EVENTS	doors.open.ottawa	27	21	11
692	EVENTS	draziw.leftday.widget	26	15	6
693	EVENTS	gr.softweb.worldchefscongress	26	16	5
694	EVENTS	guru.fan.app	26	23	6
695	EVENTS	com.daimler.memedia.android	27	21	6
696	EVENTS	com.djonique.birdays	27	16	5
697	EVENTS	com.droid.admiine	27	14	0
698	EVENTS	com.edmtrain.edmtracks	25	23	0
699	EVENTS	com.emdevsite.todayhist	27	14	3
700	FAMILY	air.com.moviestarplanet.roboblastplanet	27	9	0
701	FAMILY	air.MSPMobile	21	10	3
702	FAMILY	apps.r.twothousandfortyeight	27	14	5
703	FAMILY	com.androbaby.game2048	27	15	5
704	EVENTS	com.fifa2019.cheatsguide	27	16	6
705	EVENTS	com.football.world.com	27	15	7
706	EVENTS	com.ftapp.swipe	26	18	5
707	EVENTS	com.gametime.gametime	25	21	7
708	EVENTS	com.gpj.macys	20	17	3
709	FAMILY	com.launchshipstudios.dots.connect	28	15	4
710	FAMILY	com.lego.bricksmore	26	16	0
711	FAMILY	com.lego.city.my_city2	26	16	1
712	FAMILY	com.lego.common.legolife	27	16	15
713	FAMILY	com.lego.creator.creatorislands	25	16	0
714	FAMILY	com.lego.duplo.trains	27	16	0
715	EVENTS	com.proj.minecraftanimeskins	25	15	0
716	FAMILY	com.lego.ninjago.rideninja	26	21	0
717	FAMILY	com.lego.starwars.microfighters	27	19	0
718	FAMILY	com.lego.superheroes.dccomicsmightymicros	26	16	0
719	FAMILY	com.mattel.barbiesparkleblastkids	26	16	0
720	FAMILY	com.mattel.DCsuperherogirls	26	14	5
721	FAMILY	com.mattel.eahdragons	25	16	1
722	FAMILY	com.mgae.comlolsurprise.ballpop	26	16	1
723	EVENTS	net.smartlogic.hinducalendar	27	15	5
724	FAMILY	com.nexttechgamesstudio.voxefy.color.by.number.sandbox.number.coloring.book	25	16	0
725	FAMILY	com.no.draw.color.by.number	27	16	3
726	FAMILY	com.number.draw.dot.to.dot.coloring	26	15	5
727	FAMILY	com.number.draw.ly.color.by.number.pixel.art.sandbox.coloring	22	15	7
728	FAMILY	com.orange.coloring.learn.kids	25	15	1
729	FAMILY	com.orange.kidspiano.music.songs	25	15	1
730	FAMILY	com.peppapig.worldofpeppapig_g	27	19	3
731	FAMILY	com.pixelart.coloringbook.colorbynumber	26	19	9
732	EVENTS	ua_olkr.guestlistcontroller	25	16	1
733	FAMILY	com.creative.sandbox.number.drawning.coloring	27	16	3
734	FAMILY	com.disney.disneycrossyroad_goo	27	19	2
735	FAMILY	com.disney.docmcstuffinsbaby_goo	26	17	4
736	FAMILY	com.disney.WMWLite	25	16	2
737	FAMILY	com.disneydigitalbooks.DisneyMagicBrushTimer_goo	26	17	4
738	FAMILY	com.drpanda.restaurant3	24	16	0
739	FAMILY	com.duolingo	27	19	13
740	FAMILY	com.ea.gp.pvzheroes	27	16	1
741	FAMILY	com.edujoy.Baby_puzzles	25	15	4
742	FAMILY	com.eyewind.paperone	26	15	0
743	FAMILY	com.facebook.talk	23	19	44
744	FAMILY	com.funlab.numbercoloring.pixelart	27	19	5
745	FAMILY	air.com.generamobile.kingcraft	19	15	0
746	FAMILY	com.no.color	27	18	3
747	FAMILY	com.disney.cars3_goo	25	15	4
748	FAMILY	com.game.candywitch.cookie.stars.free	23	15	5
749	FAMILY_ACTION	air.com.noxgames.PuppetSoccer2014	27	9	0
750	FAMILY_ACTION	air.com.pearsoned.poptropica	24	16	2
751	FAMILY_ACTION	air.com.turner.boomerangmakeandrace	22	14	0
752	FAMILY	com.gonoodle.gonoodle	27	21	5
753	FAMILY	com.google.android.apps.youtube.kids	25	16	11
754	FAMILY_ACTION	com.animocabrands.google.mhminismania	24	15	5
755	FAMILY_ACTION	com.bandainamcoent.google.pacpop	27	16	0
756	FAMILY_ACTION	com.buddybear.kick	24	14	8
757	FAMILY	com.KnowledgeAdventure.SchoolOfDragons	27	16	1
758	FAMILY_ACTION	com.budgestudios.googleplay.Everrun	25	16	2
759	FAMILY	com.pokemon.pokemonplayhouse	25	16	0
760	FAMILY_ACTION	com.budgestudios.googleplay.TransformersDisasterDash	25	16	2
761	FAMILY_ACTION	com.lego.city.my_city2	26	16	1
762	FAMILY_ACTION	com.lego.nexoknights.merlok	24	15	2
763	FAMILY_ACTION	com.lego.ninjago.rideninja	26	21	0
764	FAMILY_ACTION	com.lego.starwars.microfighters	27	19	0
765	FAMILY_ACTION	com.lego.superheroes.dccomicsmightymicros	26	16	0
766	FAMILY_ACTION	com.mattel.DCsuperherogirls	26	14	5
767	FAMILY_ACTION	com.mgae.comlolsurprise.ballpop	26	16	1
768	FAMILY	com.sinyee.babybus.kitchens	26	15	7
769	FAMILY_ACTION	com.mightykingdom.shoppiedashfreetoplay	25	16	1
770	FAMILY	com.sinyee.babybus.policemen	26	15	7
771	FAMILY_ACTION	com.mokuni.kib2	25	19	3
772	FAMILY	com.budgestudios.googleplay.TransformersDisasterDash	25	16	2
773	FAMILY_ACTION	com.mtvn.hdcrimewarpapp	25	19	5
774	FAMILY_ACTION	com.mtvn.Nickelodeon.GameOn	26	16	4
775	FAMILY_ACTION	com.orangenose.riskyrider	23	16	2
776	FAMILY_ACTION	com.paw_studio.kids_patrol_team.puppy_games_runner2	27	16	1
777	FAMILY_ACTION	com.disneydigitalbooks.DisneyMagicBrushTimer_goo	26	17	4
778	FAMILY_ACTION	com.disneydigitalbooks.olafsbestdayever_goo	22	10	1
779	FAMILY_ACTION	com.ea.game.maddenmobile15_row	27	14	2
780	FAMILY_ACTION	com.ea.games.r3_na	27	16	4
781	FAMILY_ACTION	com.ea.gp.pvzheroes	27	16	1
782	FAMILY_ACTION	com.fullfat.nicksoccer	27	16	0
783	FAMILY_BRAINGAMES	com.creative.cross.stitch.relaxing.game	22	15	18
784	FAMILY_BRAINGAMES	com.inapp.jigsaw.puzzles.jigsaw1000	26	15	6
785	FAMILY_BRAINGAMES	com.sinyee.babybus.clean	26	15	7
786	FAMILY_BRAINGAMES	air.com.generamobile.kingcraft	19	15	0
787	FAMILY_BRAINGAMES	air.com.pozirk.allinonemahjong	27	14	0
788	FAMILY_BRAINGAMES	air.com.shubi.LearnCNLW.english	25	14	1
789	FAMILY_BRAINGAMES	air.nn.mobile.app.main	26	15	6
790	FAMILY_BRAINGAMES	apps.r.twothousandfortyeight	27	14	5
791	FAMILY_BRAINGAMES	ballz.magiplay.bricks.breaker.ballz.balls.bounce.puzzle	26	16	8
792	FAMILY_BRAINGAMES	com.androbaby.game2048	27	15	5
793	FAMILY_BRAINGAMES	com.bimiboo.adventure	27	14	0
794	FAMILY_BRAINGAMES	com.candy.day.free	25	14	3
795	FAMILY_BRAINGAMES	com.celticspear.blackies	27	16	7
796	FAMILY_BRAINGAMES	com.chess	24	19	18
797	FAMILY_ACTION	com.animocabrands.google.ThomasAndFriendsEngineKingdom	27	19	0
798	FAMILY_BRAINGAMES	ballz.brick.breaker.ballz.bounce.free	26	16	8
799	FAMILY_BRAINGAMES	com.androbaby.original2048	27	15	5
800	FAMILY_BRAINGAMES	com.arcsys.tictactoe	26	16	4
801	FAMILY_BRAINGAMES	com.bigstarkids.wordtravel	26	19	5
802	FAMILY_BRAINGAMES	com.blueboat.justriddles	27	16	0
803	FAMILY_BRAINGAMES	com.candy.world.crush.jam.free	26	15	2
804	FAMILY_BRAINGAMES	com.cleverapps.magicwords	27	15	2
805	FAMILY_BRAINGAMES	com.colorfeel.crossstitch	27	15	5
806	FAMILY_BRAINGAMES	com.colorjoy.Learn.to.draw.glow.cartoon	22	15	0
807	FAMILY_BRAINGAMES	com.cookie.crush.maina.jam.candy.free	26	15	2
808	FAMILY_BRAINGAMES	com.indigokids.mashakasha	27	16	13
809	FAMILY_BRAINGAMES	com.kooapps.pictowordandroid	26	11	11
810	FAMILY_BRAINGAMES	com.kooapps.wordxbeachandroid	27	14	9
811	FAMILY_BRAINGAMES	com.mobileguru.jewelslegend.free	22	15	5
812	FAMILY_BRAINGAMES	com.nexttechgamesstudio.cars.sandbox.number.coloring.book.color.by.number.pixel.art	27	16	0
813	FAMILY_BRAINGAMES	com.nexttechgamesstudio.coloringsandbox	25	16	0
814	FAMILY_BRAINGAMES	com.nexttechgamesstudio.fidget.spinner.sandbox.number.coloring.book.color.by.number.pixel.art	25	16	0
815	FAMILY_BRAINGAMES	com.nexttechgamesstudio.flowers.sandbox.number.coloring.book.color.by.number.pixel.art	25	16	0
816	FAMILY_BRAINGAMES	com.nexttechgamesstudio.voxefy.color.by.number.sandbox.number.coloring.book	25	16	0
817	FAMILY_BRAINGAMES	com.no.color	27	18	3
818	FAMILY_EDUCATION	com.arrowstar.FunnyFoodsLite	27	16	7
819	FAMILY_EDUCATION	com.lingodeer	27	17	10
820	FAMILY_EDUCATION	com.sinyee.babybus.dinosaurII	26	15	7
821	FAMILY_EDUCATION	air.com.rosettastone.mobile.CoursePlayer	27	21	10
822	FAMILY_EDUCATION	air.com.sierravistasoftware.SightWordsSB1	27	14	0
823	FAMILY_EDUCATION	air.fisherprice.com.FirstWordsGoogle	25	14	0
824	FAMILY_EDUCATION	air.fisherprice.com.Puppy	24	14	0
825	FAMILY_EDUCATION	air.ie.capture.fisherprice	25	14	0
826	FAMILY_BRAINGAMES	com.sinyee.babybus.earthquakeII	26	15	7
827	FAMILY_EDUCATION	au.com.espace.spelling.firstgrade	23	14	0
828	FAMILY_EDUCATION	au.com.penguinapps.android.babyphone	27	15	4
829	FAMILY_EDUCATION	biz.arrowstar.funnyfood2	27	16	7
830	FAMILY_EDUCATION	biz.arrowstar.funnyfood3	27	16	7
831	FAMILY_EDUCATION	brilliant.sari	26	11	2
832	FAMILY_BRAINGAMES	com.mobileguru.candyfever.free	22	15	3
833	FAMILY_BRAINGAMES	com.mobileguru.gardenfruitlegend.free	26	15	8
834	FAMILY_EDUCATION	com.creative.Learn.to.draw.comics	22	15	2
835	FAMILY_EDUCATION	air.com.starfall.more	24	14	0
836	FAMILY_EDUCATION	air.fisherprice.com.animalsounds	25	14	0
837	FAMILY_BRAINGAMES	com.sinyee.babybus.taxi	26	15	7
838	FAMILY_EDUCATION	com.androbaby.firstwordsforbaby	27	15	4
839	FAMILY_EDUCATION	com.androbaby.kidsconstructiongame	27	15	4
840	FAMILY_EDUCATION	com.androbaby.kidsfarmgame	27	15	4
841	FAMILY_EDUCATION	com.appsbergman.celulareducacional	25	14	0
842	FAMILY_EDUCATION	com.mattel.jurassicworld2	25	15	1
843	FAMILY_EDUCATION	com.number.draw.ly.color.by.number.pixel.art.sandbox.coloring	22	15	7
844	FAMILY_EDUCATION	com.oki.colors	27	14	7
845	FAMILY_EDUCATION	com.peppapig.worldofpeppapig_g	27	19	3
846	FAMILY_EDUCATION	com.pescapps.game4kids	27	16	0
847	FAMILY_EDUCATION	com.pescapps.gamekidsfree3	27	16	3
848	FAMILY_EDUCATION	com.polygonium.basicchords	26	16	0
849	FAMILY_EDUCATION	com.prodigygame.prodigy	22	20	0
850	FAMILY_EDUCATION	com.PYOPYO.StarTrackerVR	22	21	10
851	FAMILY_EDUCATION	com.rooplaymedia.rooplay	27	21	5
852	FAMILY_MUSICVIDEO	com.google.android.apps.youtube.kids	25	16	11
853	FAMILY_MUSICVIDEO	air.fisherprice.com.puppyplayerGoogle	24	14	1
854	FAMILY_EDUCATION	com.rvappstudios.math.kids.counting	26	16	0
855	FAMILY_MUSICVIDEO	com.androbaby.voicechanger	27	15	4
856	FAMILY_MUSICVIDEO	com.appquiz.baby.musical	25	15	4
857	FAMILY_MUSICVIDEO	com.appquiz.Baby_Phone	25	15	4
858	FAMILY_MUSICVIDEO	com.bilkon.easypiano	24	16	0
859	FAMILY_MUSICVIDEO	com.bilkon.launchpad	24	16	0
860	FAMILY_MUSICVIDEO	com.bilkon.pinkpiano	26	16	0
861	FAMILY_MUSICVIDEO	com.chuchutv.android	25	16	3
862	FAMILY_MUSICVIDEO	com.chuchutv.nurseryrhymespro	26	19	6
863	FAMILY_MUSICVIDEO	com.corus.tve.disney	23	14	1
864	FAMILY_MUSICVIDEO	com.corus.tve.disneyfrench	15	14	1
865	FAMILY_MUSICVIDEO	com.corus.tve.disneyjr	23	14	1
866	FAMILY_MUSICVIDEO	com.corus.tve.nick	15	14	1
867	FAMILY_MUSICVIDEO	com.corus.tve.treehousego	15	14	3
868	FAMILY_MUSICVIDEO	com.corus.tve.ytv	23	14	1
869	FAMILY_MUSICVIDEO	com.disney.djappisodesmmchrr_goo	24	14	3
870	FAMILY_MUSICVIDEO	com.dhxmedia.telemagino	27	17	8
871	FAMILY_MUSICVIDEO	com.dogsounds.kuce	27	14	3
872	FAMILY_MUSICVIDEO	com.dokdoapps.mybabypiano	27	14	6
873	FAMILY_MUSICVIDEO	com.eyup.MeowMusic	23	17	0
874	FAMILY_MUSICVIDEO	com.gokids.bphone1	27	14	10
875	FAMILY_MUSICVIDEO	com.GoldShovel.GoldMinecraft	27	16	0
876	FAMILY_MUSICVIDEO	com.gonoodle.gonoodle	27	21	5
877	FAMILY_MUSICVIDEO	com.internetdesignzone.nurseryrhymes	27	11	1
878	FAMILY_MUSICVIDEO	com.KidsFreeGames.Puzzles.NurseyRhymes	26	16	0
879	FAMILY_MUSICVIDEO	com.landoncope.games.toddlersingandplay2free	25	15	1
880	FAMILY_MUSICVIDEO	com.ldf.gulli.view	27	16	6
881	FAMILY_MUSICVIDEO	com.minimango.games.carcitytv2	26	16	2
882	FAMILY_EDUCATION	com.binibambini.abc	27	16	9
883	FAMILY_MUSICVIDEO	com.oki.phonenew	27	14	13
884	FAMILY_MUSICVIDEO	com.selim.lolsurprisepiano	26	16	0
885	FAMILY_MUSICVIDEO	com.touchzing.cutenursery	23	9	2
886	FAMILY_MUSICVIDEO	com.vgminds.traditionalrhymes	26	21	9
887	FAMILY_MUSICVIDEO	com.yamilab.animalsounds	26	19	3
888	FAMILY_MUSICVIDEO	com.YOZHStudio.UPianoMasha	26	16	2
889	FAMILY_MUSICVIDEO	kidzooly.fivelittle	26	16	6
890	FAMILY_MUSICVIDEO	kr.co.smartstudy.bodlebookiapfree_us_android_googlemarket	27	16	4
891	FAMILY_MUSICVIDEO	kr.co.smartstudy.bodlebookiapstory_us_android_googlemarket_a	23	9	2
892	FAMILY_MUSICVIDEO	kr.co.smartstudy.singingphone_android_googlemarket	25	16	2
893	FAMILY_EDUCATION	com.tutotoons.app.sweetbabygirlnewborn2.free	27	19	1
894	FAMILY_MUSICVIDEO	tv.vhx.alihuda	27	18	8
895	FAMILY_EDUCATION	com.YovoGames.dentist	27	16	0
896	FAMILY_EDUCATION	com.YovoGames.doctorVet	27	16	0
897	FAMILY_EDUCATION	dk.spatifo.dublo	25	16	0
898	FAMILY_EDUCATION	es.monkimun.lingokids	27	16	7
899	FAMILY_EDUCATION	gov.nasa	27	21	8
900	FAMILY_EDUCATION	no.mobitroll.kahoot.android	27	19	10
901	FAMILY_EDUCATION	vn.edugames.number.counting	22	14	4
902	FAMILY_MUSICVIDEO	com.KidsFreeGame.Piano.Rhymes.Rhymes	26	16	0
903	FAMILY_MUSICVIDEO	com.lego.legotv	25	14	2
904	FAMILY_MUSICVIDEO	com.orange.kidspiano.music.songs	25	15	1
905	FAMILY_MUSICVIDEO	com.radiocanada.petits	26	15	0
906	FAMILY_MUSICVIDEO	com.robotifun.kids.pianogameslite	25	15	1
907	FAMILY_MUSICVIDEO	com.toongoggles.tv	21	16	3
908	FAMILY_PRETEND	air.com.tutotoons.app.animalhairsalon2jungle.free	27	19	1
909	FAMILY_PRETEND	com.budgestudios.HelloKittyNailSalon	25	16	2
910	FAMILY_PRETEND	com.cocoplay.cocobunny	25	16	14
911	FAMILY_PRETEND	com.cocoplay.cocokitty	25	16	14
912	FAMILY_PRETEND	com.cocoplay.cocopuppy	25	16	14
913	FAMILY_PRETEND	com.cocoplay.girlspjparty	23	15	3
914	FAMILY_PRETEND	com.cocoplay.puppyparty	25	16	13
915	FAMILY_PRETEND	com.disney.docmcstuffinsbaby_goo	26	17	4
916	FAMILY_PRETEND	com.disneydigitalbooks.PalacePets_goo	26	17	1
917	FAMILY_PRETEND	com.drpanda.restaurant3	24	16	0
918	FAMILY_PRETEND	com.sagosago.BabiesDressUp.googleplay.free	25	15	1
919	FAMILY_PRETEND	com.sagosago.ConstructionWinter.googleplay.free	25	15	1
920	FAMILY_PRETEND	com.sagosago.Friends.googleplay	22	15	1
921	FAMILY_PRETEND	com.sesame.apps.elmocalls.android	21	9	3
922	FAMILY_PRETEND	com.sinyee.babybus.amusement	26	15	18
923	FAMILY_PRETEND	com.sinyee.babybus.babyhospital	26	15	18
924	FAMILY_PRETEND	com.sinyee.babybus.bakery	26	15	18
925	FAMILY_PRETEND	com.sinyee.babybus.candy	26	15	7
926	FAMILY_PRETEND	com.sinyee.babybus.care	26	15	7
927	FAMILY_PRETEND	com.sinyee.babybus.digestion	26	15	7
928	FAMILY_PRETEND	com.sinyee.babybus.drinks	26	15	7
929	FAMILY_PRETEND	com.sinyee.babybus.food	26	15	18
930	FAMILY_PRETEND	com.sinyee.babybus.garden	26	15	7
931	FAMILY_PRETEND	com.sinyee.babybus.icecream	26	15	7
932	FAMILY_PRETEND	com.sinyee.babybus.kitchens	26	15	7
933	FAMILY_PRETEND	com.sinyee.babybus.meet	26	15	7
934	FAMILY_PRETEND	com.sinyee.babybus.princess	26	15	7
935	FAMILY_PRETEND	com.sinyee.babybus.shopping	26	15	7
936	FAMILY_PRETEND	com.storytoys.myveryhungrycaterpillar.free.android.googleplay	25	16	0
937	FAMILY_PRETEND	com.tabtale.babytwins	25	16	11
938	FAMILY_PRETEND	com.tabtale.daddylittlehelper	25	16	11
939	FAMILY_PRETEND	com.tabtale.highschoolgirl	25	16	11
940	FAMILY_PRETEND	com.tabtale.teacher	25	16	11
941	FAMILY_PRETEND	com.tgg.kidscooking	27	16	3
942	FAMILY_PRETEND	com.tocaboca.tocakitchen	25	16	0
943	FAMILY_PRETEND	com.tocaboca.tocakitchen2	25	16	1
944	FAMILY_PRETEND	com.tutoplay.app	27	14	0
945	FAMILY_PRETEND	com.tutotoons.app.amysanimalhairsalon.free	27	19	1
946	FAMILY_PRETEND	com.WildWorks.AnimalJamPlayWild	24	16	1
947	FAMILY_PRETEND	com.YovoGames.hair	27	16	0
948	FAMILY_PRETEND	com.YovoGames.hair3	27	16	0
949	FAMILY_PRETEND	com.YovoGames.NailSalon2	27	16	0
950	FAMILY_PRETEND	com.YovoGames.shipwash	27	14	4
951	FAMILY_PRETEND	disneydigitalbooks.palacepetswhiskerhaven_goo	27	17	1
952	FAMILY_PRETEND	jp.co.ofcr.cm00	27	16	6
953	FAMILY_PRETEND	mytown.fashion	25	15	7
954	FAMILY_PRETEND	mytown.home	27	16	9
955	FAMILY_PRETEND	mytown.police	25	15	7
956	FAMILY_PRETEND	tv.benandholly.party	24	14	0
957	FAMILY_PRETEND	com.drpanda.town.street	27	16	0
958	FAMILY_PRETEND	com.funplus.familyfarm	26	15	20
959	FAMILY_PRETEND	com.hasbro.mlpcoreAPPSTORE	21	9	1
960	FAMILY_PRETEND	com.kauf.princesssalonmakeupfun3d	22	14	0
961	FAMILY_PRETEND	com.kauf.talking.baum.TalkingBabsyBaby	27	14	0
962	FAMILY_PRETEND	com.lego.duplo.trains	27	16	0
963	FAMILY_PRETEND	com.mattel.eahdragons	25	16	1
964	FAMILY_PRETEND	com.mattel.monsterhighhub	25	16	1
965	FAMILY_PRETEND	com.pepiplay.pepihome	26	16	13
966	FAMILY_PRETEND	com.PepiPlay.PepiHospital	26	16	12
967	FAMILY_PRETEND	com.PepiPlay.PepiShopping	26	16	12
968	FAMILY_PRETEND	com.pjmasks.timetobeahero	27	16	4
969	FAMILY_PRETEND	com.playmobil.reiterhof	25	9	0
970	FAMILY_PRETEND	com.pokemon.camppokemon	24	9	0
971	FAMILY_PRETEND	com.drpanda.town.holiday	27	16	0
972	FAMILY_PRETEND	com.pokemon.pokemonplayhouse	25	16	0
973	FAMILY_PRETEND	com.sinyee.babybus.restaurant	26	15	7
974	FINANCE	ai.mylo.android	26	19	3
975	FINANCE	app.stocker	26	16	9
976	FINANCE	br.com.gerenciadorfinanceiro.controller	25	15	17
977	FINANCE	ca.capitalone.enterprisemobilebanking	21	16	7
978	FINANCE	ca.dgag.ajusto	27	19	28
979	FINANCE	ca.gwl.group.groupnet	21	21	0
980	FINANCE	ca.hsbc.hsbccanada	26	21	1
981	FINANCE	ca.intact.mydrivingdiscount	21	18	14
982	FINANCE	ca.manulife.MobileBanking	25	17	2
983	FINANCE	ca.mogo.mobile	26	19	10
984	FINANCE	ca.servus.mbanking	25	19	2
985	FINANCE	ca.tangerine.clients.phone	22	19	6
986	FINANCE	ca.tpic.ajusto	27	19	28
987	FINANCE	co.peeksoft.stocks	25	19	11
988	FINANCE	coinsquare.io.coinsquare	27	21	7
989	FINANCE	com.alifesoftware.stocktrainer	26	16	19
990	FINANCE	com.americanexpress.android.acctsvcs.ca	25	16	9
991	FINANCE	com.atb.ATBMobile	23	21	1
992	FINANCE	com.belairdirect	27	21	5
993	FINANCE	com.belairdirect.automerit	21	18	14
994	FINANCE	com.bendigi.Mortgage	27	15	14
995	FINANCE	com.binance.dev	28	17	1
996	FINANCE	com.bmo.investorline	23	14	0
997	FINANCE	com.paymentevolution.payrollcalculator	14	14	0
998	FINANCE	com.paypal.android.p2pmobile	25	19	18
999	FINANCE	com.pcfinancial.mobile	27	15	8
1000	FINANCE	com.questrade.my	26	21	4
1001	FINANCE	com.rbc.mobile.android	23	21	8
1002	FINANCE	com.rbc.mobile.uin0	19	10	0
1003	FINANCE	com.rbc.mobile.wallet	25	21	8
1004	FINANCE	com.rbcc.mobile.android	25	16	2
1005	FINANCE	com.remitly.androidapp	23	19	3
1006	FINANCE	com.revolut.revolut	27	19	19
1007	FINANCE	com.scotiabank.mobile	19	16	26
